Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),Shared Memory Efficiency(%),Global Memory Store Efficiency(%),Global Memory Load Efficiency(%),Achieved Occupancy,Warp Execution Efficiency(%),Warp Non-Predicated Execution Efficiency(%),Control-Flow Instructions,Bit-Convert Instructions,Misc Instructions,Load/Store Instructions,FP Instructions(Single),Integer Instructions,FP Instructions(Double),Atomic Throughput(bytes/sec),Eligible Warps Per Active Cycle,L2 Throughput (Atomic requests)(bytes/sec),Non-Coherent Global Load Efficiency(%),Non-Coherent Global Memory Load Throughput(bytes/sec),Instructions Executed,Instructions Issued,Control-Flow Function Unit Utilization,Texture Function Unit Utilization,L2 Non-Coherent Read Transactions,Non-Coherent Global Hit Rate(%),Issue Slots,L2 Throughput (Non-Coherent Reads)(bytes/sec),L2 Cache Utilization,Issue Stall Reasons (Other)(%),L1/Shared Memory Utilization,Load/Store Function Unit Utilization,Arithmetic Function Unit Utilization,Device Memory Utilization,System Memory Utilization,Local Memory Cache Replay Overhead,Device Memory Write Throughput(bytes/sec),Device Memory Read Throughput(bytes/sec),Global Load Throughput(bytes/sec),Global Store Throughput(bytes/sec),Local Memory Overhead(%),Issued IPC,Requested Non-Coherent Global Load Throughput(bytes/sec),L2 Hit Rate (Texture Reads)(%),L2 Hit Rate (L1 Reads)(%),L2 Throughput (Texture Reads)(bytes/sec),L2 Throughput (L1 Reads)(bytes/sec),Shared Memory Load Transactions Per Request,Shared Memory Store Transactions Per Request,Global Load Transactions Per Request,Global Store Transactions Per Request,Instructions per warp,Issue Slot Utilization(%),Local Memory Load Transactions Per Request,Local Memory Store Transactions Per Request,Global Load Transactions,Global Store Transactions,System Memory Read Transactions,System Memory Write Transactions,Local Load Transactions,Local Store Transactions,Shared Load Transactions,Shared Store Transactions,Shared Memory Load Throughput(bytes/sec),Local Memory Store Throughput(bytes/sec),Local Memory Load Throughput(bytes/sec),L2 Write Transactions,L2 Read Transactions,Device Memory Write Transactions,Device Memory Read Transactions,Texture Cache Transactions,Executed Control-Flow Instructions,Issued Control-Flow Instructions,System Memory Write Throughput(bytes/sec),System Memory Read Throughput(bytes/sec),L2 Throughput (Writes)(bytes/sec),L2 Throughput (Reads)(bytes/sec),Shared Memory Store Throughput(bytes/sec),Floating Point Operations(Double Precision),L2 Throughput (L1 Writes)(bytes/sec),L2 Transactions (Atomic requests),Floating Point Operations(Double Precision Add),Floating Point Operation(Single Precision Mul),L2 Write Transactions (L1 write requests),L2 Transactions (Texture Reads),Floating Point Operations(Single Precision FMA),Floating Point Operations(Single Precision),L2 Read Transactions (L1 read requests),Floating Point Operations(Single Precision Add),Issued Load/Store Instructions,Executed Load/Store Instructions,Issue Stall Reasons (Texture)(%),Issue Stall Reasons (Synchronization)(%),Issue Stall Reasons (Execution Dependency)(%),Issue Stall Reasons (Data Request)(%),Floating Point Operations(Single Precision Special),Issue Stall Reasons (Instructions Fetch)(%),Floating Point Operations(Double Precision Mul),Floating Point Operations(Double Precison FMA),Atomic Transactions Per Request,Atomic Transactions,Atomic Replay Overhead,Inter-Thread Instructions,ECC Transactions,Issue Stall Reasons (Pipe Busy)(%),ECC Throughput(bytes/sec),FLOP Efficiency(Peak Single)(%),Issue Stall Reasons (Immediate constant)(%),Issue Stall Reasons (Memory Throttle)(%),FLOP Efficiency(Peak Double)(%),Issue Stall Reasons (Not Selected)(%),L1 Local Hit Rate(%),Multiprocessor Activity(%),L1 Global Hit Rate(%),Requested Global Load Throughput(bytes/sec),Requested Global Store Throughput(bytes/sec),Executed IPC,Instruction Replay Overhead,Shared Memory Replay Overhead,Global Memory Replay Overhead,Global Memory Cache Replay Overhead
"sum_kernel(double*, int)",327159545,5760,20,1,1,512,1,1,18,0,0,,,0,25,25,0.298,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.704,0,0,0,2976,4772,Low (1),Idle,0,0,3709,0,Low (1),0.902,Low (1),Low (1),Low (1),Low (1),Low (1),0,15209125,216730038,76045627,3802281,0,0.319,0,0,85,0,76045627,0,0,1,1,9.3,6.192,0,0,20,1,0,9,0,0,0,0,0,0,0,7,236,4,57,0,329,329,34220532,0,26615969,897338403,0,21,3802281,0,20,0,1,0,0,0,20,0,54,21,0,0,11.467,0.61,0,40.514,1,0,0,0,0,0,16,3.822,60836501,0,39.99,0.027,0,2.669,0,15.344,0,19011406,950570,0.198,0.603,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",327168601,3182175,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,35.819,75247,20003,344818,70083,20003,403588,180019,0,0.091,0,0,0,101954,162989,Low (1),Idle,0,0,131979,0,Low (1),0.032,Low (1),Low (1),Low (1),Low (1),Low (1),0,111630208,17472991,126008501,150735948,0,0.071,0,0,92.393,0,126008501,1,1,1.03,1.059,318.606,1.44,0,0,10666,11252,0,9,0,0,626,640,50318999,0,0,15009,14285,11110,1739,0,12595,12918,90429,0,150806282,143531730,51444344,320025,150735948,0,19999,0,15002,0,0,0,12541,0,44826,22848,0,92.061,2.1,3.587,20002,1.254,20002,140012,0,0,0,0,3653,0.099,36704334,0,0.408,0.247,0.009,0.212,0,7.838,0,50340350,75361694,0.045,0.599,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",330354008,4121949,20,1,1,512,1,1,13,0,0,,,0,100,758.9,0.303,99.325,81.339,49072183,0,98275326,49111943,0,200716584,50144026,0,0.924,0,0,0,16299274,27547152,Low (1),Idle,0,0,22038751,0,Low (1),3.523,Low (1),Low (2),Low (2),Low (1),Low (1),0,49190763,7348716,12122021929,39340021,2.689,0.946,0,0,95.991,0,12458040793,0,0,1.248,1.997,50759.059,18.928,0,0,1649315,1250,0,7,0,0,0,0,0,0,0,5004,1564368,6252,934,0,4733474,4399346,55076,0,39371493,12308454293,0,0,39340021,0,0,0,5000,0,0,0,1583380,0,2528322,1263535,0,10.049,39.075,43.625,0,1.719,0,0,0,0,0,0,1772,0.444,13942103,0,0.018,0.446,0,1.101,0,77.207,0,91994001630,39340021,0.653,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",334479189,906271,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,37.4,0.402,99.843,96.782,3382380,8430000,11515060,5070940,810000,30994761,12910215,0,3.214,0,0,0,2411799,6856011,Low (1),Idle,0,0,6435567,0,Low (3),0.661,Low (1),Mid (6),Low (1),Mid (4),Low (1),0,39592625868,35281350426,59392307958,24535056498,,0.987,0,0,80.848,0,59239261895,1,1,10.957,28.445,7536.872,23.163,0,1.014,1447228,695021,0,5,0,629,5780,3520,1597843740,967552,0,953120,1707600,1145771,1021007,0,254985,261801,172777,0,32935484985,59006876533,973081308,19000232,24621445108,0,2970220,0,712520,0,0,0,1714325,0,3662609,166453,0,4.951,8.413,28.235,790000,1.531,3770000,6130006,0,0,0,0,992784,8.67,34306092124,0,0.111,38.276,1.77,9.152,0,82.824,0,22212671481,3671688724,0.347,1.843,0,0.823,0
"sum_kernel(double*, int)",335388724,6176,20,1,1,512,1,1,18,0,0,,,0,25,25,0.307,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.693,0,0,0,2976,4750,Low (1),Idle,0,0,3690,0,Low (1),0.866,Low (1),Low (1),Low (1),Low (1),Low (1),0,15267175,225190839,76335877,3816793,0,0.315,0,0,80,0,76335877,0,0,1,1,9.3,6.126,0,0,20,1,0,5,0,0,0,0,0,0,0,3,236,4,59,0,329,329,19083969,0,11450381,900763358,0,21,3816793,0,20,0,1,0,0,0,20,0,54,21,0,0,11.021,0.591,0,37.118,1,0,0,0,0,0,18,3.589,68702290,0,44.26,0.025,0,2.53,0,15.252,0,19083969,954198,0.199,0.596,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",335398100,3182111,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,35.797,75247,20003,344818,70083,20003,398649,180019,0,0.091,0,0,0,101954,163015,Low (1),Idle,0,0,131990,0,Low (1),0.034,Low (1),Low (1),Low (1),Low (1),Low (1),0,111312036,13002146,126012299,150740492,0,0.071,0,0,92.361,0,126012299,1,1,1.03,1.059,318.606,1.44,0,0,10666,11252,0,5,0,0,626,640,50320516,0,0,15005,13965,11078,1294,0,12595,12927,50240,0,150770636,140320689,51445895,320025,150740492,0,19999,0,15002,0,0,0,12541,0,44806,22848,0,91.981,2.092,3.578,20002,1.349,20002,140012,0,0,0,0,3796,0.098,38142308,0,0.409,0.247,0.009,0.211,0,7.841,0,50341868,75363966,0.045,0.599,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",338583539,4033949,20,1,1,512,1,1,13,0,0,,,0,100,915.884,0.302,99.473,81.297,44375778,0,88882516,44415538,0,219013888,54718352,0,0.801,0,0,0,21102820,21219229,Low (1),Idle,0,0,16976412,0,Low (1),3.493,Low (1),Low (2),Low (2),Low (1),Low (1),0,49577720,7335155,11133750858,39649488,10.623,0.855,0,0,94.855,0,12461794620,0,0,0.926,1.997,58652.212,17.102,0,0,1525389,1250,0,5,0,0,0,0,0,0,0,5006,1504469,6252,925,0,4620626,4832351,39649,0,39697067,11930285295,0,0,39649488,0,0,0,5000,0,0,0,1571495,0,3246150,1622449,0,8.329,45.619,39.166,0,2.006,0,0,0,0,0,0,1349,0.397,10697432,0,0.017,0.37,0,0.603,0,66.003,0,101972237923,39649488,0.729,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",342620848,938016,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,37.567,0.405,99.843,96.812,3382380,8430000,11515060,5070940,810000,31018031,12910217,0,3.236,0,0,0,2411799,6883801,Low (1),Idle,0,0,6463582,0,Low (3),0.667,Low (1),Mid (6),Low (1),Mid (4),Low (1),0,39269281000,34773748968,58809527082,24402667033,,0.995,0,0,81.211,0,58632870497,1,1,10.721,28.445,7536.872,23.353,0,1.019,1416125,695021,0,5,0,647,5780,3520,1589221886,1924663,0,954926,1702849,1142579,1011777,0,254985,261933,171844,0,32819837778,58525192466,967830629,19000214,24488589496,0,2970220,0,712520,0,0,0,1705982,0,3597623,166453,0,4.82,8.491,28.869,790000,1.54,3770000,6129997,0,0,0,0,983946,8.233,33817225735,0,0.105,38.013,1.774,9.262,0,82.674,0,22092813445,3651876546,0.348,1.854,0,0.818,0
"sum_kernel(double*, int)",343562096,6176,20,1,1,512,1,1,18,0,0,,,0,25,25,0.302,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.705,0,0,0,2976,4766,Low (1),Idle,0,0,3707,0,Low (1),0.921,Low (1),Low (1),Low (1),Low (1),Low (1),0,15151515,223484848,75757575,3787878,0,0.318,0,0,85,0,75757575,0,0,1,1,9.3,6.178,0,0,20,1,0,5,0,0,0,0,0,0,0,11,240,4,59,0,329,329,18939393,0,41666666,909090909,0,21,3787878,0,20,0,1,0,0,0,20,0,52,21,0,0,11.717,0.647,0,39.754,1,0,0,0,0,0,17,3.901,64393939,0,40.286,0.026,0,2.748,0,15.285,0,18939393,946969,0.2,0.601,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",343571504,3182238,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,35.971,75247,20003,344818,70083,20003,403182,180019,0,0.091,0,0,0,101954,162966,Low (1),Idle,0,0,131979,0,Low (1),0.033,Low (1),Low (1),Low (1),Low (1),Low (1),0,111587775,16849693,126005968,150732919,0,0.071,0,0,92.393,0,126005968,1,1,1.03,1.059,318.606,1.44,0,0,10666,11252,0,5,0,0,626,640,50317988,0,0,15013,15729,11106,1677,0,12595,12900,50237,0,150843442,158037467,51443310,320025,150732919,0,19999,0,15002,0,0,0,12541,0,44821,22848,0,92.047,2.098,3.592,20002,1.273,20002,140012,0,0,0,0,3831,0.097,38492055,0,0.402,0.247,0.009,0.211,0,7.839,0,50339339,75360180,0.044,0.598,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",346756974,4105629,20,1,1,512,1,1,13,0,0,,,0,100,691.007,0.293,99.288,81.494,43498240,0,87127440,43538000,0,218850480,54677500,0,0.809,0,0,0,19049142,21049435,Low (1),Idle,0,0,16840573,0,Low (1),3.744,Low (1),Low (2),Low (2),Low (1),Low (1),0,48799132,13557916,13017168628,39026817,,0.861,0,0,96.953,0,11885390920,0,0,0.965,1.997,52046.231,17.219,0,0,1452050,1250,0,3,0,0,0,0,0,0,0,5008,1580065,6252,1737,0,5085707,4279836,23416,0,39089260,12332981685,0,0,39026817,0,0,0,5000,0,0,0,1522721,0,2568378,1283563,0,9.294,39.813,43.975,0,1.75,0,0,0,0,0,0,1973,0.417,15399982,0,0.017,0.364,0,0.626,0,65.053,0,97515302049,39026817,0.684,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",350865835,932160,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,37.694,0.404,99.843,96.753,3382380,8430000,11515060,5070940,810000,30972877,12910202,0,3.188,0,0,0,2411799,6822723,Low (1),Idle,0,0,6402262,0,Low (3),0.678,Low (1),Mid (6),Low (1),Mid (4),Low (1),0,39750173659,35110618399,58537059011,24621813315,,0.994,0,0,85.234,0,56714263885,1,1,9.614,28.445,7536.872,23.315,0,1.005,1269821,695021,0,1,0,630,5780,3520,1603493771,693552,0,951733,1711502,1146277,1012486,0,254985,261969,34677,0,33003848133,59350839036,976522158,19000218,24708507398,0,2970220,0,712520,0,0,0,1635471,0,3691957,166453,0,4.83,8.519,28.337,790000,1.561,3770000,6129999,0,0,0,0,986281,8.9,34201891014,0,0.099,38.044,1.783,9.031,0,82.473,0,22291216263,3684671944,0.347,1.829,0,0.809,0
"sum_kernel(double*, int)",351801227,6208,20,1,1,512,1,1,18,0,0,,,0,25,25,0.298,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.706,0,0,0,2976,4763,Low (1),Idle,0,0,3698,0,Low (1),0.909,Low (1),Low (1),Low (1),Low (1),Low (1),0,15209125,224334600,76045627,3802281,0,0.314,0,0,85,0,76045627,0,0,1,1,9.3,6.091,0,0,20,1,0,1,0,0,0,0,0,0,0,7,236,4,59,0,329,329,3802281,0,26615969,897338403,0,21,3802281,0,20,0,1,0,0,0,20,0,62,21,0,0,11.563,0.645,0,39.285,1,0,0,0,0,0,18,3.793,68441064,0,41.009,0.027,0,2.77,0,15.471,0,19011406,950570,0.198,0.6,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",351810667,3182014,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,35.806,75247,20003,344818,70083,20003,402487,180019,0,0.092,0,0,0,101954,162924,Low (1),Idle,0,0,131955,0,Low (1),0.033,Low (1),Low (1),Low (1),Low (1),Low (1),0,111297480,18316810,126007195,150734386,0,0.071,0,0,92.297,0,126007195,1,1,1.03,1.059,318.606,1.439,0,0,10666,11252,0,1,0,0,626,640,50318478,0,0,15009,15017,11077,1823,0,12595,12813,10047,0,150804720,150885101,51443811,320025,150734386,0,19999,0,15002,0,0,0,12541,0,44822,22848,0,92.105,2.101,3.557,20002,1.211,20002,140012,0,0,0,0,3864,0.1,38824001,0,0.434,0.247,0.009,0.213,0,7.842,0,50339829,75360913,0.044,0.598,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",354996009,4087389,20,1,1,512,1,1,13,0,0,,,0,100,1024.218,0.297,99.487,81.345,45911885,0,91954730,45951645,0,219490584,54837526,0,0.879,0,0,0,19963506,23967028,Low (1),Idle,0,0,19174657,0,Low (1),2.921,Low (1),Low (2),Low (2),Low (1),Low (1),0,49431888,6428043,12899145250,39532859,,0.915,0,0,100,0,12884328334,0,0,0.915,1.997,64196.762,18.297,0,0,1623213,1250,0,5,0,0,0,0,0,0,0,5006,1730787,6252,813,0,4659527,4309363,39532,0,39580299,13684592018,0,0,39532859,0,0,0,5000,0,0,0,1629572,0,3387994,1693371,0,7.644,39.097,47.073,0,1.719,0,0,0,0,0,0,1422,0.461,11243145,0,0.016,0.31,0,0.76,0,70.817,0,86264019216,39532859,0.713,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",359086694,922464,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,37.708,0.404,99.843,96.747,3382380,8430000,11515060,5070940,810000,30968674,12910222,0,3.238,0,0,0,2411799,6842221,Low (1),Idle,0,0,6421790,0,Low (3),0.674,Low (1),Mid (6),Low (1),Mid (4),Low (1),0,39531195583,34833761033,58745034777,24467391550,0.025,0.998,0,0,78.875,0,58679353743,1,1,10.726,28.445,7536.872,23.41,0,1.011,1416739,695021,0,9,0,629,5780,3520,1593437065,2205449,0,952881,1702262,1147157,1010842,0,254985,261867,310141,0,32836416618,58660193902,970397659,19000224,24553541910,0,2970220,0,712520,0,0,0,1702818,0,3645517,166453,0,4.849,8.498,27.828,790000,1.55,3770000,6130002,0,0,0,0,989832,8.492,34109753405,0,0.102,38.824,1.791,9.183,0,82.743,0,22151411412,3661562616,0.35,1.837,0,0.81,0
"sum_kernel(double*, int)",360012358,5856,20,1,1,512,1,1,18,0,0,,,0,25,25,0.298,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.705,0,0,0,2976,4768,Low (1),Idle,0,0,3710,0,Low (1),0.92,Low (1),Low (1),Low (1),Low (1),Low (1),0,15325670,218390804,76628352,3831417,0,0.317,0,0,85,0,76628352,0,0,1,1,9.3,6.175,0,0,20,1,0,9,0,0,0,0,0,0,0,7,236,4,57,0,329,329,34482758,0,26819923,904214559,0,21,3831417,0,20,0,1,0,0,0,20,0,62,21,0,0,11.72,0.631,0,39.569,1,0,0,0,0,0,16,3.83,61302681,0,40.557,0.025,0,2.747,0,15.352,0,19157088,957854,0.196,0.602,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",360021446,3182174,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,35.813,75247,20003,344818,70083,20003,399257,180019,0,0.091,0,0,0,101954,162931,Low (1),Idle,0,0,131960,0,Low (1),0.033,Low (1),Low (1),Low (1),Low (1),Low (1),0,111655878,13072740,126014792,150743474,0,0.071,0,0,92.329,0,126014792,1,1,1.03,1.059,318.606,1.44,0,0,10666,11252,0,9,0,0,626,640,50321511,0,0,15009,15317,11112,1301,0,12595,12935,90434,0,150813812,153908665,51446913,320025,150743474,0,19999,0,15002,0,0,0,12541,0,44807,22848,0,92.076,2.101,3.587,20002,1.239,20002,140012,0,0,0,0,3317,0.098,33329962,0,0.408,0.247,0.009,0.21,0,7.837,0,50342864,75365457,0.044,0.598,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",363206884,4084925,20,1,1,512,1,1,13,0,0,,,0,100,809.807,0.289,99.393,81.358,52076070,0,104283100,52115830,0,198423916,49570859,0,0.863,0,0,0,17140532,22349000,Low (1),Idle,0,0,17880232,0,Low (1),3.189,Low (1),Low (2),Low (2),Low (1),Low (1),0,50128664,13045319,11675512714,40090102,9.264,0.9,0,0,97.678,0,12871641013,0,0,1.066,1.997,53624.903,17.992,0,0,1687618,1250,0,6,0,0,0,0,0,0,0,5004,1614377,6252,1627,0,4889333,4273120,48108,0,40122174,12944107882,0,0,40090102,0,0,0,5000,0,0,0,1605339,0,3007314,1503020,0,8.541,41.575,43.325,0,1.828,0,0,0,0,0,0,2149,0.424,17230726,0,0.017,0.349,0,0.752,0,65.768,0,105057857534,40090102,0.675,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",367295041,923200,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,37.743,0.405,99.843,96.762,3382380,8430000,11515060,5070940,810000,30979432,12910220,0,3.213,0,0,0,2411799,6827293,Low (1),Idle,0,0,6406664,0,Low (3),0.661,Low (1),Mid (6),Low (1),Mid (4),Low (1),0,40010493859,35119319348,59823426552,24940082919,,0.995,0,0,82.806,0,59307602888,1,1,10.844,28.445,7536.872,23.343,0,1.006,1432306,695021,0,4,0,629,5780,3520,1624221055,1264531,0,954621,1707705,1139060,999813,0,254985,262037,140503,0,33531910222,59984654377,989145002,19000214,25027897638,0,2970220,0,712520,0,0,0,1688430,0,3645407,166453,0,4.83,8.396,28.74,790000,1.525,3770000,6129997,0,0,0,0,970029,8.687,34073129903,0,0.114,38.055,1.799,8.992,0,83.166,0,22579359808,3732301217,0.347,1.831,0,0.816,0
"sum_kernel(double*, int)",368221505,6176,20,1,1,512,1,1,18,0,0,,,0,25,25,0.301,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.705,0,0,0,2976,4748,Low (1),Idle,0,0,3689,0,Low (1),0.92,Low (1),Low (1),Low (1),Low (1),Low (1),0,15151515,234848484,75757575,3787878,0,0.32,0,0,85,0,75757575,0,0,1,1,9.3,6.213,0,0,20,1,0,4,0,0,0,0,0,0,0,3,264,4,62,0,329,329,15151515,0,11363636,1000000000,0,21,3787878,0,20,0,1,0,0,0,20,0,62,21,0,0,11.735,0.624,0,39.671,1,0,0,0,0,0,21,3.778,79545454,0,40.54,0.026,0,2.706,0,15.264,0,18939393,946969,0.201,0.595,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",368230913,3182142,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,35.737,75247,20003,344818,70083,20003,405090,180019,0,0.091,0,0,0,101954,162958,Low (1),Idle,0,0,131967,0,Low (1),0.033,Low (1),Low (1),Low (1),Low (1),Low (1),0,111385730,18709989,126016098,150745036,0,0.071,0,0,92.361,0,126016098,1,1,1.03,1.059,318.606,1.44,0,0,10666,11252,0,4,0,0,626,640,50322033,0,0,15005,13509,11085,1862,0,12595,12931,40193,0,150775181,135742880,51447446,320025,150745036,0,19999,0,15002,0,0,0,12541,0,44807,22848,0,92.057,2.099,3.578,20002,1.255,20002,140012,0,0,0,0,4151,0.097,41710615,0,0.423,0.247,0.009,0.211,0,7.839,0,50343385,75366238,0.044,0.598,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",371416447,4082909,20,1,1,512,1,1,13,0,0,,,0,100,820.776,0.294,99.354,81.492,47646797,0,95424554,47686557,0,217225280,54271200,0,0.968,0,0,0,15093531,28087296,Low (1),Idle,0,0,22470871,0,Low (1),3.931,Low (1),Low (2),Low (2),Low (1),Low (1),0,51477947,12301352,13456674837,41169184,,0.976,0,0,99.935,0,13064950048,0,0,1.071,1.997,53506.619,19.514,0,0,1748237,1250,0,4,0,0,0,0,0,0,0,5006,1626542,6252,1494,0,4519952,4800621,32935,0,41218587,13392681457,0,0,41169184,0,0,0,5000,0,0,0,1586739,0,2892268,1445508,0,9.128,37.227,46.077,0,1.638,0,0,0,0,0,0,1685,0.402,13874015,0,0.018,0.388,0,1.192,0,78.282,0,104512401959,41169184,0.655,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",375502588,918176,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,37.941,0.404,99.843,96.75,3382380,8430000,11515060,5070940,810000,30965578,12910219,0,3.248,0,0,0,2411799,6846077,Low (1),Idle,0,0,6425500,0,Low (3),0.67,Low (1),Mid (6),Low (1),Mid (4),Low (1),0,39334555736,34898030680,58442744865,24491867355,,0.996,0,0,82.6,0,58328809148,1,1,10.834,28.445,7536.872,23.377,0,1.006,1430976,695021,0,4,0,635,5780,3520,1595031050,689892,0,952610,1707562,1140310,1011695,0,254985,261870,137978,0,32859916285,58901695733,971368390,19000218,24578103895,0,2970220,0,712520,0,0,0,1690954,0,3639691,166453,0,4.622,8.577,28.777,790000,1.562,3770000,6129999,0,0,0,0,981830,8.471,33867848969,0,0.135,37.851,1.782,9.335,0,82.498,0,22173570440,3665225438,0.349,1.839,0,0.804,0
"sum_kernel(double*, int)",376424028,6208,20,1,1,512,1,1,18,0,0,,,0,25,25,0.299,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.701,0,0,0,2976,4757,Low (1),Idle,0,0,3699,0,Low (1),0.87,Low (1),Low (1),Low (1),Low (1),Low (1),0,15037593,214285714,75187969,3759398,0,0.318,0,0,85,0,75187969,0,0,1,1,9.3,6.183,0,0,20,1,0,4,0,0,0,0,0,0,0,11,236,4,57,0,329,329,15037593,0,41353383,887218045,0,21,3759398,0,20,0,1,0,0,0,20,0,54,21,0,0,11.082,0.597,0,42.828,1,0,0,0,0,0,16,3.691,60150375,0,38.347,0.025,0,2.56,0,15.305,0,18796992,939849,0.199,0.598,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",376433468,3182142,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,35.776,75247,20003,344818,70083,20003,398458,180019,0,0.092,0,0,0,101954,162923,Low (1),Idle,0,0,131951,0,Low (1),0.034,Low (1),Low (1),Low (1),Low (1),Low (1),0,111448229,12810718,126007234,150734434,0,0.071,0,0,92.297,0,126007234,1,1,1.03,1.059,318.606,1.44,0,0,10666,11252,0,4,0,0,626,640,50318493,0,0,15013,13665,11092,1275,0,12595,12914,40190,0,150844957,137300762,51443827,320025,150734434,0,19999,0,15002,0,0,0,12541,0,44812,22848,0,92.043,2.097,3.586,20002,1.277,20002,140012,0,0,0,0,3471,0.096,34875298,0,0.407,0.247,0.009,0.212,0,7.839,0,50339845,75360937,0.044,0.598,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",379618810,4087710,20,1,1,512,1,1,13,0,0,,,0,100,605.866,0.29,99.324,81.441,49667281,0,99465522,49707041,0,212344000,53050880,0,0.833,0,0,0,19003976,18879981,Low (1),Idle,0,0,15105013,0,Low (1),3.835,Low (1),Low (2),Low (2),Low (1),Low (1),0,52966877,8946420,15847262739,42359946,,0.877,0,0,96.967,0,13735280514,0,0,0.968,1.997,52904.094,17.545,0,0,1674275,1250,0,2,0,0,0,0,0,0,0,5008,1593591,6252,1056,0,5081081,4915493,16943,0,42427722,13500885984,0,0,42359946,0,0,0,5000,0,0,0,1621258,0,3286344,1642546,0,8.863,39.631,44.546,0,1.743,0,0,0,0,0,0,1565,0.383,13258663,0,0.017,0.371,0,0.61,0,57.089,0,96013226893,42359946,0.69,0.364,0,0,0
